2015/08/26,1,1
2015/08/31,1,2
2015/09/03,1,3
2015/09/04,1,4
2015/09/07,2,6
2015/09/09,1,7
2015/09/10,2,9
2015/09/11,1,10
2015/09/16,1,11
2015/10/16,1,12
2015/10/17,1,13
2015/10/24,1,14
2015/10/28,1,15
2015/11/06,1,16
2016/01/13,1,17
2016/01/16,1,18
2016/02/15,1,19
2016/04/21,1,20
2016/04/27,1,21
2016/04/28,1,22
2016/05/04,1,23
2016/05/09,1,24
2016/05/31,2,26
2016/06/06,1,27
2016/06/15,1,28
2016/07/04,1,29
2016/07/05,2,31
2016/07/09,1,32
2016/07/15,1,33
2016/07/17,1,34
2016/07/21,2,36
2016/07/29,1,37
2016/08/08,1,38
2016/08/12,1,39
2016/08/18,1,40
2016/08/20,1,41
2016/08/25,2,43
2016/08/29,1,44
2016/09/05,1,45
2016/09/06,1,46
2016/09/07,1,47
2016/10/10,1,48
2016/10/13,2,50
2016/10/25,1,51
2016/11/03,1,52
2016/11/07,1,53
2016/11/15,1,54
2016/11/17,2,56
2016/11/27,1,57
2016/12/02,2,59
2016/12/03,1,60
2016/12/04,1,61
2016/12/16,1,62
2016/12/31,1,63
2017/01/06,1,64
2017/01/09,1,65
2017/01/13,1,66
2017/01/16,1,67
2017/01/26,1,68
2017/01/31,2,70
2017/02/01,1,71
2017/02/07,1,72
2017/02/15,1,73
2017/03/07,1,74
2017/03/09,1,75
2017/03/10,1,76
2017/03/13,1,77
2017/03/17,1,78
2017/03/22,1,79
2017/03/23,1,80
2017/03/30,1,81
2017/03/31,1,82
2017/04/06,2,84
2017/04/07,1,85
2017/04/10,2,87
2017/04/11,1,88
2017/04/19,1,89
2017/04/24,1,90
2017/04/26,1,91
2017/04/30,1,92
2017/05/01,1,93
2017/05/02,1,94
2017/05/16,1,95
2017/05/17,1,96
2017/05/20,1,97
2017/05/23,1,98
2017/05/25,1,99
2017/05/26,1,100
2017/05/28,1,101
2017/05/30,1,102
2017/06/02,3,105
2017/06/05,1,106
2017/06/06,1,107
2017/06/07,1,108
2017/06/08,1,109
2017/06/09,1,110
2017/06/13,1,111
2017/06/14,1,112
2017/06/15,2,114
2017/06/16,1,115
2017/06/17,1,116
2017/06/20,1,117
2017/06/23,2,119
2017/06/27,1,120
2017/06/28,2,122
2017/07/07,1,123
2017/07/09,1,124
2017/07/13,1,125
2017/07/15,1,126
2017/07/18,1,127
2017/07/19,1,128
2017/07/21,2,130
2017/07/22,1,131
2017/07/24,1,132
2017/07/25,1,133
2017/07/26,1,134
2017/07/28,1,135
2017/08/04,1,136
2017/08/06,1,137
2017/08/08,2,139
2017/08/09,1,140
2017/08/17,1,141
2017/08/21,1,142
2017/08/23,1,143
2017/08/31,1,144
2017/09/06,1,145
2017/09/12,1,146
2017/09/18,2,148
2017/09/19,2,150
2017/09/20,2,152
2017/09/21,1,153
2017/09/26,2,155
2017/09/29,1,156
2017/10/03,1,157
2017/10/17,1,158
2017/10/19,1,159
