2015/08/25,4,4
2015/08/26,2,6
2015/08/27,11,17
2015/08/29,1,18
2015/09/01,1,19
2015/09/04,3,22
2015/09/06,1,23
2015/09/08,1,24
2015/09/09,1,25
2015/10/07,1,26
2015/10/14,1,27
2015/10/18,3,30
2015/10/29,1,31
2015/11/12,2,33
2015/11/13,1,34
2015/11/19,1,35
2015/11/22,1,36
2015/11/23,1,37
2015/11/28,1,38
2015/12/03,1,39
2015/12/13,1,40
2015/12/14,1,41
2015/12/15,1,42
2015/12/16,1,43
2015/12/21,1,44
2015/12/22,3,47
2016/01/05,3,50
2016/01/09,1,51
2016/01/12,1,52
2016/01/24,1,53
2016/01/26,1,54
2016/02/02,1,55
2016/02/08,1,56
2016/02/12,1,57
2016/02/16,1,58
2016/02/17,1,59
2016/02/20,1,60
2016/02/21,1,61
2016/02/22,1,62
2016/03/02,1,63
2016/03/10,1,64
2016/03/16,1,65
2016/03/19,3,68
2016/03/26,1,69
2016/04/08,1,70
2016/04/10,1,71
2016/04/19,2,73
2016/04/21,1,74
2016/04/22,1,75
2016/04/24,1,76
2016/04/25,2,78
2016/04/28,1,79
2016/05/02,1,80
2016/05/06,1,81
2016/05/17,1,82
2016/05/19,1,83
2016/05/20,1,84
2016/05/21,2,86
2016/05/23,1,87
2016/05/24,1,88
2016/05/26,1,89
2016/05/27,1,90
2016/06/01,1,91
2016/06/02,1,92
2016/06/04,1,93
2016/06/13,2,95
2016/06/14,1,96
2016/06/15,1,97
2016/06/16,1,98
2016/06/20,1,99
2016/06/21,1,100
2016/06/25,1,101
2016/06/27,1,102
2016/06/29,1,103
2016/07/02,1,104
2016/07/05,1,105
2016/07/07,1,106
2016/07/12,1,107
2016/07/22,3,110
2016/07/25,1,111
2016/07/26,2,113
2016/07/27,1,114
2016/07/28,1,115
2016/07/29,2,117
2016/07/30,1,118
2016/08/02,2,120
2016/08/04,1,121
2016/08/05,1,122
2016/08/06,1,123
2016/08/07,2,125
2016/08/08,2,127
2016/08/09,1,128
2016/08/11,1,129
2016/08/12,2,131
2016/08/17,2,133
2016/08/20,2,135
2016/08/23,1,136
2016/08/24,1,137
2016/08/25,50,187
2016/08/26,11,198
2016/08/27,3,201
2016/08/28,3,204
2016/08/29,5,209
2016/08/31,2,211
2016/09/01,4,215
2016/09/02,1,216
2016/09/03,4,220
2016/09/04,2,222
2016/09/05,3,225
2016/09/07,1,226
2016/09/08,1,227
2016/09/09,1,228
2016/09/10,2,230
2016/09/11,1,231
2016/09/13,1,232
2016/09/14,2,234
2016/09/15,3,237
2016/09/16,1,238
2016/09/18,1,239
2016/09/19,1,240
2016/09/20,1,241
2016/09/22,2,243
2016/09/26,2,245
2016/09/27,2,247
2016/09/28,2,249
2016/09/29,2,251
2016/09/30,1,252
2016/10/02,1,253
2016/10/05,1,254
2016/10/06,3,257
2016/10/07,1,258
2016/10/08,1,259
2016/10/09,4,263
2016/10/10,1,264
2016/10/11,10,274
2016/10/12,22,296
2016/10/13,15,311
2016/10/14,10,321
2016/10/15,10,331
2016/10/16,5,336
2016/10/17,3,339
2016/10/18,3,342
2016/10/19,4,346
2016/10/20,5,351
2016/10/21,3,354
2016/10/22,3,357
2016/10/23,5,362
2016/10/24,2,364
2016/10/25,3,367
2016/10/26,4,371
2016/10/27,3,374
2016/10/28,2,376
2016/10/29,1,377
2016/10/31,2,379
2016/11/01,1,380
2016/11/02,1,381
2016/11/03,2,383
2016/11/04,5,388
2016/11/05,3,391
2016/11/07,1,392
2016/11/09,1,393
2016/11/10,2,395
2016/11/11,3,398
2016/11/12,2,400
2016/11/13,2,402
2016/11/14,1,403
2016/11/15,3,406
2016/11/17,1,407
2016/11/19,2,409
2016/11/21,3,412
2016/11/22,1,413
2016/11/23,2,415
2016/11/24,2,417
2016/11/25,2,419
2016/11/27,1,420
2016/11/28,1,421
2016/11/29,2,423
2016/11/30,1,424
2016/12/01,1,425
2016/12/02,4,429
2016/12/03,2,431
2016/12/04,2,433
2016/12/05,3,436
2016/12/06,3,439
2016/12/07,1,440
2016/12/08,2,442
2016/12/09,1,443
2016/12/10,5,448
2016/12/11,1,449
2016/12/12,2,451
2016/12/14,1,452
2016/12/15,2,454
2016/12/16,2,456
2016/12/19,1,457
2016/12/20,1,458
2016/12/21,2,460
2016/12/22,3,463
2016/12/23,3,466
2016/12/26,2,468
2016/12/27,3,471
2016/12/28,2,473
2016/12/29,4,477
2016/12/30,1,478
2016/12/31,4,482
2017/01/02,1,483
2017/01/03,2,485
2017/01/04,2,487
2017/01/05,1,488
2017/01/07,3,491
2017/01/08,1,492
2017/01/09,4,496
2017/01/10,2,498
2017/01/11,4,502
2017/01/12,2,504
2017/01/13,1,505
2017/01/16,4,509
2017/01/17,1,510
2017/01/19,2,512
2017/01/20,3,515
2017/01/22,1,516
2017/01/24,1,517
2017/01/25,2,519
2017/01/29,1,520
2017/01/30,1,521
2017/01/31,3,524
2017/02/02,4,528
2017/02/03,2,530
2017/02/04,4,534
2017/02/05,1,535
2017/02/07,3,538
2017/02/08,1,539
2017/02/09,3,542
2017/02/10,2,544
2017/02/12,2,546
2017/02/13,1,547
2017/02/14,1,548
2017/02/15,2,550
2017/02/17,3,553
2017/02/21,1,554
2017/02/22,2,556
2017/02/23,2,558
2017/02/24,5,563
2017/02/25,1,564
2017/02/27,2,566
2017/02/28,3,569
2017/03/01,1,570
2017/03/02,1,571
2017/03/04,1,572
2017/03/05,2,574
2017/03/06,4,578
2017/03/07,3,581
2017/03/08,1,582
2017/03/09,6,588
2017/03/11,1,589
2017/03/13,1,590
2017/03/14,3,593
2017/03/15,3,596
2017/03/16,1,597
2017/03/17,2,599
2017/03/18,1,600
2017/03/19,4,604
2017/03/20,3,607
2017/03/21,3,610
2017/03/22,5,615
2017/03/23,1,616
2017/03/24,3,619
2017/03/25,2,621
2017/03/26,2,623
2017/03/27,6,629
2017/03/28,5,634
2017/03/30,6,640
2017/03/31,3,643
2017/04/01,1,644
2017/04/02,3,647
2017/04/05,3,650
2017/04/06,2,652
2017/04/07,4,656
2017/04/08,1,657
2017/04/09,1,658
2017/04/10,5,663
2017/04/12,2,665
2017/04/13,2,667
2017/04/14,4,671
2017/04/15,2,673
2017/04/16,4,677
2017/04/18,2,679
2017/04/19,4,683
2017/04/20,4,687
2017/04/22,2,689
2017/04/25,1,690
2017/04/26,2,692
2017/04/27,5,697
2017/04/28,1,698
2017/04/29,1,699
2017/05/02,5,704
2017/05/03,6,710
2017/05/04,6,716
2017/05/05,6,722
2017/05/06,1,723
2017/05/07,2,725
2017/05/10,5,730
2017/05/11,1,731
2017/05/12,4,735
2017/05/13,1,736
2017/05/14,1,737
2017/05/15,3,740
2017/05/16,3,743
2017/05/17,5,748
2017/05/18,2,750
2017/05/20,4,754
2017/05/22,2,756
2017/05/23,1,757
2017/05/24,4,761
2017/05/25,7,768
2017/05/26,2,770
2017/05/27,1,771
2017/05/29,2,773
2017/05/30,2,775
2017/05/31,1,776
2017/06/01,3,779
2017/06/02,3,782
2017/06/03,5,787
2017/06/04,4,791
2017/06/05,2,793
2017/06/06,2,795
2017/06/07,1,796
2017/06/08,1,797
2017/06/09,4,801
2017/06/10,2,803
2017/06/11,3,806
2017/06/12,1,807
2017/06/13,5,812
2017/06/14,2,814
2017/06/15,3,817
2017/06/16,2,819
2017/06/17,1,820
2017/06/18,2,822
2017/06/19,4,826
2017/06/20,1,827
2017/06/21,4,831
2017/06/22,5,836
2017/06/23,3,839
2017/06/24,3,842
2017/06/26,4,846
2017/06/27,6,852
2017/06/28,4,856
2017/06/29,1,857
2017/06/30,2,859
2017/07/02,3,862
2017/07/03,1,863
2017/07/04,3,866
2017/07/05,6,872
2017/07/06,6,878
2017/07/07,4,882
2017/07/09,2,884
2017/07/10,2,886
2017/07/11,5,891
2017/07/12,11,902
2017/07/13,2,904
2017/07/14,4,908
2017/07/16,4,912
2017/07/17,4,916
2017/07/18,3,919
2017/07/19,4,923
2017/07/20,2,925
2017/07/21,3,928
2017/07/24,3,931
2017/07/25,3,934
2017/07/27,4,938
2017/07/29,1,939
2017/07/30,1,940
2017/07/31,2,942
2017/08/01,4,946
2017/08/02,2,948
2017/08/03,2,950
2017/08/04,4,954
2017/08/05,1,955
2017/08/07,2,957
2017/08/08,1,958
2017/08/09,2,960
2017/08/10,3,963
2017/08/11,4,967
